X,Z,Type
-3,-420022,standing_sign
-1,-420007,standing_sign
-3,-420014,standing_sign
-3,-420011,standing_sign
-3,-420008,standing_sign
-2,-420004,wall_sign
-2,-420004,wall_sign
0,-27315,standing_sign
2,-2000010,wall_sign
-3,-326929,wall_sign
-2,-421199,standing_sign
1,-1053054,standing_sign
0,-1053054,standing_sign
0,-1052723,wall_sign
0,-200005,standing_sign
-4,-158182,wall_sign
-13,-1053001,standing_sign
-4,-105001,wall_sign
1,-277362,wall_sign
1,-277362,wall_sign
1,-277365,wall_sign
0,-277005,standing_sign
1,-277005,standing_sign
2,-277005,standing_sign
2,-277003,wall_sign
-5,-42001,standing_sign
-14,-41986,standing_sign
-31,-32378,standing_sign
-3,-32464,wall_sign
2,-2005001,standing_sign
2,-2005001,wall_sign
-1,-327307,wall_sign
1,-278257,standing_sign
2,-278257,standing_sign
0,-278257,standing_sign
-1,-15835,standing_sign
0,-200329,wall_sign
-5,-158524,standing_sign
-3,-274830,standing_sign
0,-15841,standing_sign
2,-15820,standing_sign
0,-15749,wall_sign
-30,-105844,standing_sign
-30,-105845,standing_sign
3,-15631,standing_sign
0,-15468,standing_sign
-6,-105845,wall_sign
-4,-1060002,wall_sign
-3,-1589216,standing_sign
-1,-327903,wall_sign
-1,-1589425,standing_sign
0,-1062501,standing_sign
-52,-275003,wall_sign
-36,-275000,wall_sign
-36,-275003,wall_sign
-40,-275004,wall_sign
-32,-275003,wall_sign
-32,-275000,wall_sign
-34,-106378,wall_sign
-1,-275258,standing_sign
-2,-275258,standing_sign
1,-280469,wall_sign
1,-280471,wall_sign
5,-33231,standing_sign
5,-33229,standing_sign
-1,-243815,wall_sign
-1,-437480,wall_sign
0,-2812563,standing_sign
0,-2812501,standing_sign
-1,-3603316,standing_sign
0,-27781,standing_sign
0,-27677,standing_sign
0,-333714,wall_sign
-15,-43582,standing_sign
-15,-43581,standing_sign
-15,-43580,standing_sign
-14,-43579,wall_sign
21,-159537,wall_sign
0,-333990,wall_sign
-2,-27559,wall_sign
-3,-27252,standing_sign
-3,-27253,standing_sign
2,-1600000,wall_sign
0,-334689,wall_sign
-4,-275988,wall_sign
3,-3349948,wall_sign
2,-1600002,wall_sign
2,-282309,wall_sign
-1,-329510,wall_sign
-1,-329288,standing_sign
-1,-444910,standing_sign
-1,-444832,standing_sign
-2,-444445,wall_sign
-2,-444444,wall_sign
-14,-44331,standing_sign
-14,-44264,standing_sign
-14,-44264,standing_sign
-14,-44270,standing_sign
-1,-44224,standing_sign
0,-334911,wall_sign
0,-334866,wall_sign
0,-282918,wall_sign
0,-160029,standing_sign
5,-160006,wall_sign
7,-10512,standing_sign
-1,-2454574,standing_sign
2,-107047,wall_sign
38,-107096,standing_sign
2,-2620831,wall_sign
0,-261724,wall_sign
0,-335841,wall_sign
0,-335770,wall_sign
0,-335580,wall_sign
1,-2625010,wall_sign
4,-2624997,standing_sign
0,-2625005,wall_sign
3,-2625002,wall_sign
1,-2625001,wall_sign
2,-2625285,wall_sign
0,-2625034,wall_sign
-3,-107636,standing_sign
-10,-24454,wall_sign
-6,-24323,wall_sign
-3,-24266,wall_sign
-1,-24193,wall_sign
-1,-24172,wall_sign
-3,-3617607,wall_sign
-4,-3617606,wall_sign
-1,-450004,standing_sign
-1,-245319,wall_sign
2,-202648,standing_sign
1,-202565,standing_sign
0,-202565,standing_sign
0,-202397,wall_sign
2,-202379,standing_sign
2,-202378,standing_sign
4,-202295,wall_sign
-26,-45001,wall_sign
-25,-45001,wall_sign
-3,-44998,standing_sign
-3,-44997,standing_sign
-2,-44997,wall_sign
0,-336010,wall_sign
2,-160336,standing_sign
-1,-361804,wall_sign
1,-262800,wall_sign
0,-336672,wall_sign
-1,-277005,standing_sign
-1,-3620387,standing_sign
0,-263186,wall_sign
0,-3375103,standing_sign
2,-3375012,standing_sign
-1,-454983,wall_sign
-55,-45088,wall_sign
-55,-45088,wall_sign
-14,-45248,wall_sign
-3,-2777775,wall_sign
-3,-2777776,wall_sign
2,-33334,standing_sign
0,-337856,wall_sign
0,-337496,wall_sign
2,-1082779,wall_sign
2,-1082778,wall_sign
-2,-3624998,wall_sign
-3,-3625002,wall_sign
-2,-3625005,wall_sign
-5,-3624995,standing_sign
-1,-246376,wall_sign
-1,-108911,standing_sign
0,-338777,wall_sign
0,-265007,wall_sign
1,-265007,wall_sign
0,-264828,wall_sign
3,-264711,standing_sign
-3,-161627,wall_sign
-1,-1092006,standing_sign
-3,-1092109,standing_sign
1,-203593,standing_sign
0,-203593,standing_sign
-1,-278257,standing_sign
-1,-278197,wall_sign
0,-26292,standing_sign
4,-26121,wall_sign
30,-26539,wall_sign
0,-266209,wall_sign
0,-266153,wall_sign
0,-265977,wall_sign
2,-161672,wall_sign
13,-161386,standing_sign
2,-161365,standing_sign
16,-161389,standing_sign
-6,-162065,wall_sign
-6,-162066,wall_sign
-6,-162062,wall_sign
-6,-162064,wall_sign
0,-1092006,standing_sign
0,-340085,standing_sign
0,-266550,wall_sign
-1,-46517,standing_sign
-7,-36002,wall_sign
-5,-35959,wall_sign
2,-2670647,wall_sign
-3,-466548,standing_sign
-2,-1625003,wall_sign
-1,-278912,wall_sign
2,-267233,wall_sign
-1,-110003,standing_sign
2,-162083,standing_sign
-6,-1100805,wall_sign
-4,-46640,standing_sign
-12,-162503,wall_sign
0,-2046346,wall_sign
2,-1625011,wall_sign
1,-1625009,wall_sign
4,-2003,wall_sign
50,-2003,standing_sign
0,-20353,standing_sign
12,-20351,standing_sign
2,-20220,wall_sign
1,-20161,wall_sign
1,-20160,wall_sign
0,-20058,wall_sign
2,-19999,standing_sign
20,-20330,wall_sign
20,-20332,standing_sign
20,-20331,wall_sign
19,-20332,standing_sign
28,-19999,standing_sign
0,-204785,wall_sign
4,-204665,standing_sign
2,-1100232,wall_sign
53,-109999,wall_sign
3,-34265,wall_sign
0,-205272,wall_sign
0,-343549,wall_sign
0,-343395,wall_sign
0,-343203,wall_sign
-1,-47955,standing_sign
-1,-47958,standing_sign
-5,-47817,wall_sign
-3,-47734,standing_sign
-6,-47729,wall_sign
-1,-47684,wall_sign
-1,-1111113,wall_sign
-1,-249123,wall_sign
0,-343990,wall_sign
0,-343989,wall_sign
0,-343766,wall_sign
2,-270284,wall_sign
-3,-3333331,wall_sign
-6,-3333329,wall_sign
-2,-3650778,wall_sign
2,-163060,wall_sign
0,-344414,wall_sign
0,-344253,wall_sign
0,-205690,wall_sign
0,-205506,wall_sign
-3,-163911,wall_sign
-3,-163910,wall_sign
2,-344971,wall_sign
0,-344828,wall_sign
1,-27056,standing_sign
0,-271207,wall_sign
65,-16163,wall_sign
0,-345520,wall_sign
0,-345204,wall_sign
-32,-2500032,wall_sign
-32,-2500005,wall_sign
-21,-2499979,wall_sign
-13,-2500034,wall_sign
-3,-2500033,standing_sign
-1,-2500004,standing_sign
-2,-2500001,standing_sign
-1,-2500001,standing_sign
-4,-2500004,standing_sign
-5,-2500003,wall_sign
-3,-2500004,standing_sign
-5,-2500003,wall_sign
-2,-2500001,wall_sign
-4,-2500003,wall_sign
-3,-2500003,wall_sign
-2,-2500004,standing_sign
-6,-2500002,wall_sign
-3,-2500003,wall_sign
-6,-2500003,wall_sign
-4,-2500003,wall_sign
-6,-2500003,wall_sign
-1,-2500003,wall_sign
-1,-2499999,standing_sign
-1,-2500000,wall_sign
-3,-2499995,wall_sign
0,-345797,wall_sign
0,-345798,wall_sign
0,-345647,wall_sign
1,-206273,wall_sign
0,-205827,wall_sign
0,-205828,wall_sign
-32,-2500274,wall_sign
-32,-2500276,wall_sign
-32,-2500275,wall_sign
0,-1113522,wall_sign
-1,-2812563,standing_sign
-1,-2812501,standing_sign
0,-314419,wall_sign
-60,-250003,wall_sign
-56,-249998,wall_sign
-23,-250004,wall_sign
-23,-249990,wall_sign
-3,-3344294,wall_sign
0,-315169,wall_sign
-1,-494597,wall_sign
-2,-494595,wall_sign
-2,-494597,wall_sign
-7,-49577,wall_sign
-4,-1124999,wall_sign
-4,-1124999,wall_sign
-4,-1125001,wall_sign
-4,-1125005,wall_sign
-5,-1124992,wall_sign
0,-294114,wall_sign
0,-315770,standing_sign
0,-206718,wall_sign
0,-315771,wall_sign
1,-315770,standing_sign
0,-315770,standing_sign
1,-315770,standing_sign
2,-315770,standing_sign
0,-315770,standing_sign
1,-315770,standing_sign
2,-315770,standing_sign
0,-315768,standing_sign
1,-315766,standing_sign
1,-315767,standing_sign
0,-315766,standing_sign
0,-206546,wall_sign
0,-206545,wall_sign
-1,-1125502,standing_sign
-1,-11009,standing_sign
-13,-10891,wall_sign
-1,-10824,standing_sign
-40,-24910,wall_sign
-39,-24910,wall_sign
-3,-25078,standing_sign
-1,-25081,standing_sign
-2,-25040,standing_sign
-6,-25020,wall_sign
-1,-25021,standing_sign
-3,-25003,standing_sign
-1,-25002,standing_sign
-16,-25003,standing_sign
-2,-25002,standing_sign
-3,-24998,standing_sign
-8,-24838,standing_sign
-8,-24839,wall_sign
-3,-24785,standing_sign
-8,-24626,wall_sign
-1,-250554,wall_sign
0,-294811,wall_sign
-33,-499999,wall_sign
-37,-499999,wall_sign
-36,-499999,wall_sign
-35,-499999,wall_sign
-34,-499999,wall_sign
-40,-499999,wall_sign
-39,-499999,wall_sign
-38,-499999,wall_sign
-32,-499999,wall_sign
-31,-499999,wall_sign
-30,-499999,wall_sign
-17,-499990,wall_sign
-8,-500021,standing_sign
-1,-500000,standing_sign
3,-2950303,standing_sign
2,-2950304,wall_sign
2,-2950300,wall_sign
2,-2950301,wall_sign
0,-207031,wall_sign
-34,-49991,standing_sign
-31,-50003,wall_sign
-23,-49979,wall_sign
-3,-50008,wall_sign
-1,-50000,standing_sign
-2,-49995,wall_sign
-1,-49992,wall_sign
-4,-50000,wall_sign
2,-2074995,wall_sign
3,-2075005,wall_sign
6,-31578,wall_sign
5,-31363,wall_sign
2,-31257,standing_sign
2,-31262,standing_sign
2,-31245,wall_sign
6,-31247,wall_sign
2,-31247,wall_sign
0,-317309,wall_sign
-3,-112724,standing_sign
-1,-251103,wall_sign
-3,-251059,wall_sign
-15,-251030,wall_sign
3,-1125005,wall_sign
3,-1125005,wall_sign
0,-1125001,wall_sign
2,-1125003,wall_sign
7,-1125000,wall_sign
-1,-282523,wall_sign
0,-317499,wall_sign
2,-11069,standing_sign
2,-296067,wall_sign
0,-296068,standing_sign
2,-296068,standing_sign
0,-207744,wall_sign
66,-29604,wall_sign
66,-29603,standing_sign
69,-29606,standing_sign
-1,-282676,wall_sign
4,-3195765,wall_sign
4,-3195764,wall_sign
3,-3195766,wall_sign
1,-208337,wall_sign
0,-208252,standing_sign
1,-208252,standing_sign
1,-208232,wall_sign
0,-208162,wall_sign
-1,-166898,wall_sign
-1,-166898,wall_sign
-1,-166667,standing_sign
2,-298894,standing_sign
0,-298629,wall_sign
0,-320538,wall_sign
-2,-2625017,wall_sign
-1,-2625003,wall_sign
-1,-2624998,wall_sign
-1,-2625000,wall_sign
0,-2085295,wall_sign
2,-165448,standing_sign
2,-165449,standing_sign
2,-165447,standing_sign
0,-321525,wall_sign
1,-321164,wall_sign
0,-321974,wall_sign
0,-321825,wall_sign
2,-300001,standing_sign
3,-300000,standing_sign
0,-299623,wall_sign
1,-2999989,wall_sign
2,-2999991,wall_sign
2,-2999990,wall_sign
2,-2999992,wall_sign
2,-2999990,wall_sign
2,-2999989,wall_sign
2,-2999988,wall_sign
2,-2999990,wall_sign
2,-2999988,wall_sign
2,-2999987,wall_sign
2,-2999988,wall_sign
2,-2999989,wall_sign
-3,-93649,wall_sign
-4,-93650,wall_sign
-2,-93633,standing_sign
-1,-93499,standing_sign
-1,-167265,wall_sign
2,-32196,standing_sign
2,-32198,standing_sign
2,-32200,standing_sign
2,-32204,standing_sign
0,-32102,standing_sign
4,-32077,standing_sign
-2,-937518,wall_sign
2,-1663877,wall_sign
2,-300898,wall_sign
-1,-253263,wall_sign
-5,-34316,wall_sign
-2,-3374998,wall_sign
-3,-3375003,wall_sign
-1,-347764,wall_sign
-7,-36822,standing_sign
-6,-36822,standing_sign
-3,-36813,standing_sign
-4,-36812,standing_sign
0,-166898,wall_sign
1,-166898,standing_sign
2,-166481,standing_sign
0,-166470,wall_sign
10,-30005,wall_sign
2,-30002,standing_sign
2,-30000,standing_sign
2,-29998,standing_sign
0,-324030,wall_sign
0,-932497,wall_sign
0,-301869,wall_sign
-4,-945623,standing_sign
0,-324410,wall_sign
3,-3250003,wall_sign
6,-3250002,wall_sign
6,-3250002,wall_sign
6,-3250002,wall_sign
6,-3250002,wall_sign
5,-3250003,wall_sign
5,-3250003,wall_sign
3,-3250003,wall_sign
2,-3250003,wall_sign
4,-3250003,wall_sign
4,-3250003,wall_sign
3,-3250003,wall_sign
6,-3250001,wall_sign
-29,-33408,wall_sign
-4,-33395,wall_sign
0,-303046,wall_sign
-3,-167997,wall_sign
0,-303526,wall_sign
-4,-2641220,standing_sign
2,-3035732,wall_sign
0,-20845,standing_sign
1,-20642,wall_sign
2,-20642,wall_sign
3,-20642,wall_sign
4,-20642,wall_sign
6,-20524,wall_sign
0,-937504,wall_sign
7,-937501,wall_sign
7,-937500,wall_sign
7,-937501,wall_sign
7,-937500,wall_sign
7,-937499,wall_sign
7,-937499,wall_sign
-3,-368919,wall_sign
-3,-368920,wall_sign
0,-209501,wall_sign
3,-303988,wall_sign
-3,-3382082,wall_sign
-3,-3382079,wall_sign
0,-304939,wall_sign
27,-940504,standing_sign
0,-283137,wall_sign
-2,-338184,wall_sign
-3,-94859,standing_sign
-3,-94859,standing_sign
3,-94023,wall_sign
2,-93752,wall_sign
0,-305555,standing_sign
0,-305555,wall_sign
0,-305455,wall_sign
-1,-369369,wall_sign
-3,-369219,standing_sign
-3,-369220,standing_sign
0,-306136,wall_sign
0,-305987,wall_sign
4,-944537,wall_sign
4,-944538,wall_sign
4,-944538,wall_sign
4,-944535,wall_sign
4,-944536,wall_sign
0,-306504,standing_sign
0,-306505,standing_sign
-7,-349378,wall_sign
4,-2850763,wall_sign
4,-2850763,wall_sign
9,-210412,wall_sign
3,-2602,standing_sign
23,-3002,wall_sign
23,-3001,wall_sign
23,-3002,wall_sign
23,-3001,wall_sign
23,-3000,wall_sign
23,-3000,wall_sign
18,-3002,wall_sign
2,-30632,standing_sign
2,-30367,standing_sign
2,-30368,standing_sign
23,-30284,wall_sign
2,-307084,wall_sign
0,-307001,wall_sign
0,-306813,wall_sign
-3,-3499991,wall_sign
-3,-3499990,wall_sign
-3,-3499991,wall_sign
-4,-3499992,standing_sign
-3,-3499988,wall_sign
-2,-3499992,wall_sign
-3,-3499989,wall_sign
-3,-3499991,wall_sign
-4,-3499993,standing_sign
-3,-3499992,wall_sign
-3,-3499988,wall_sign
-3,-3499988,wall_sign
-2,-3499991,wall_sign
-4,-3499986,wall_sign
0,-307601,standing_sign
0,-307256,wall_sign
6,-28372,wall_sign
0,-286642,wall_sign
2,-286438,wall_sign
1,-286438,wall_sign
1,-286438,wall_sign
0,-308183,wall_sign
0,-2875005,wall_sign
0,-2875004,wall_sign
3,-2875005,wall_sign
2,-2875004,wall_sign
1,-2875004,wall_sign
3,-2875004,wall_sign
0,-2875000,wall_sign
2,-2875001,wall_sign
2,-287397,standing_sign
1,-308473,wall_sign
2,-2879286,wall_sign
2,-2879285,wall_sign
-20,-170069,standing_sign
-3,-170346,wall_sign
-50,-2503,standing_sign
-17,-2071,wall_sign
-9,-2124,wall_sign
-2,-2051,wall_sign
0,-309173,wall_sign
0,-309022,standing_sign
0,-308921,wall_sign
-2,-25309,standing_sign
-1,-25309,standing_sign
-5,-25281,wall_sign
-1,-25093,standing_sign
1,-288288,wall_sign
-11,-26582,wall_sign
-3,-26380,standing_sign
-3,-26353,standing_sign
-1,-968609,standing_sign
-3,-26252,standing_sign
0,-289073,wall_sign
2,-288894,standing_sign
2,-2895000,standing_sign
-3,-339998,wall_sign
1,-289406,standing_sign
0,-310608,wall_sign
-1,-266523,wall_sign
-1,-256279,wall_sign
2,-2902799,standing_sign
1,-311197,wall_sign
0,-311198,standing_sign
0,-311044,wall_sign
2,-310946,wall_sign
2,-310945,wall_sign
0,-310823,wall_sign
-8,-171136,wall_sign
0,-291114,wall_sign
-1,-3411440,standing_sign
-1,-256536,wall_sign
14,-31220,wall_sign
2,-31131,standing_sign
1,-31024,standing_sign
2,-31024,standing_sign
2,-312066,wall_sign
0,-311889,wall_sign
2,-29003,standing_sign
0,-291376,wall_sign
2,-3124997,wall_sign
3,-3125003,wall_sign
0,-3124997,standing_sign
0,-3125001,wall_sign
2,-312643,wall_sign
0,-312345,wall_sign
-1,-341064,wall_sign
-7,-3721004,standing_sign
-2,-982604,standing_sign
2,-292247,standing_sign
2,-292246,wall_sign
2,-292249,standing_sign
-1,-257309,wall_sign
-3,-257248,wall_sign
-1,-257211,wall_sign
-1,-257148,wall_sign
3,-972124,wall_sign
4,-972124,wall_sign
3,-972124,wall_sign
19,-9300,standing_sign
33,-9495,standing_sign
-3,-352378,wall_sign
0,-3141594,standing_sign
0,-293019,wall_sign
0,-314339,wall_sign
-1,-257981,wall_sign
0,-367409,wall_sign
2,-2125002,wall_sign
2,-2125001,wall_sign
1,-2124998,wall_sign
2,-2125002,wall_sign
2,-2125005,wall_sign
1,-2124999,wall_sign
2,-2125004,wall_sign
2,-2125005,wall_sign
-3,-35078,wall_sign
-3,-35079,wall_sign
-3,-35080,wall_sign
0,-212826,wall_sign
0,-3680001,standing_sign
2,-212614,standing_sign
-1,-258214,wall_sign
2,-213178,wall_sign
2,-213114,standing_sign
2,-213102,standing_sign
5,-213065,wall_sign
10,-36790,wall_sign
2,-36481,wall_sign
0,-368622,wall_sign
0,-3690002,standing_sign
0,-213734,wall_sign
1,-369005,standing_sign
1,-369008,standing_sign
0,-368772,wall_sign
0,-2144641,standing_sign
0,-369657,wall_sign
0,-369370,wall_sign
-15,-34210,wall_sign
-1,-259026,wall_sign
-1,-258852,wall_sign
-3,-258842,wall_sign
-3,-258844,wall_sign
-3,-258846,standing_sign
-3,-258848,wall_sign
-3,-258847,wall_sign
-2,-258638,wall_sign
0,-21311,wall_sign
0,-21080,standing_sign
1,-21056,standing_sign
0,-214951,wall_sign
0,-214895,wall_sign
1,-214895,wall_sign
0,-214837,wall_sign
-20,-999994,wall_sign
-1,-1000090,standing_sign
-6,-1000055,wall_sign
-3,-1000004,wall_sign
-3,-1000004,wall_sign
-1,-1000003,wall_sign
-3,-1000002,wall_sign
-2,-1000003,standing_sign
-6,-999998,wall_sign
-13,-999998,wall_sign
-3,-1000562,wall_sign
-1,-37209,standing_sign
0,-215281,wall_sign
2,-2155485,standing_sign
3,-3700118,standing_sign
0,-3700002,standing_sign
0,-243815,wall_sign
-1,-99998,wall_sign
-1,-99988,wall_sign
-1,-99990,wall_sign
-1,-99991,wall_sign
0,-370306,wall_sign
-2,-259192,wall_sign
0,-244433,standing_sign
-3,-16902,standing_sign
-6,-373816,wall_sign
0,-3710000,standing_sign
-17,-343406,wall_sign
0,-245197,wall_sign
2,-245173,wall_sign
3,-245172,wall_sign
3,-245171,wall_sign
3,-245172,wall_sign
3,-245170,wall_sign
2,-245173,wall_sign
6,-245170,standing_sign
0,-371191,wall_sign
0,-370970,wall_sign
0,-3712501,standing_sign
3,-24473,standing_sign
3,-24472,standing_sign
2,-24468,standing_sign
0,-217085,wall_sign
0,-216841,wall_sign
0,-245554,wall_sign
0,-216621,wall_sign
-2,-100527,wall_sign
-3,-270219,wall_sign
-3,-270164,wall_sign
-2,-270088,wall_sign
0,-246106,wall_sign
0,-217218,wall_sign
-3,-174502,wall_sign
-3,-174503,wall_sign
-2,-1010116,wall_sign
-1,-1010116,wall_sign
-1,-1010117,wall_sign
-2,-1010116,wall_sign
-9,-1010064,standing_sign
-9,-1010049,wall_sign
-9,-1010061,wall_sign
-9,-1010042,standing_sign
-10,-1010042,standing_sign
-8,-1010042,standing_sign
-4,-1010001,standing_sign
-1,-2603056,standing_sign
-3,-1011249,standing_sign
-2,-1011249,standing_sign
-1,-1011259,standing_sign
-3,-1011247,wall_sign
0,-3720000,standing_sign
2,-996054,wall_sign
2,-996055,wall_sign
-1,-3749002,standing_sign
-2,-3749875,standing_sign
-2,-3749875,wall_sign
-1,-3749501,standing_sign
-48,-3750048,wall_sign
-3,-3750132,wall_sign
-1,-3750135,standing_sign
-3,-3750131,wall_sign
-3,-3750133,wall_sign
-3,-3750132,wall_sign
-2,-3750132,standing_sign
-3,-3750130,wall_sign
-3,-3750129,wall_sign
-3,-3750132,standing_sign
-3,-3750131,wall_sign
-3,-3750130,wall_sign
-1,-3750132,standing_sign
